Rank,Player,TOP,FG,FGA,FGP,3P,FT,FTA,FTP,TRB,AST,STL,BLK,TOV,PTS,VORP,adj_FG,adj_FT,zFG,zFT,z3P,zPTS,zREB,zAST,zSTL,zBLK,zTOV,zAVG
193,Joakim Noah,1,2.2,4.4,0.49,0,0.7,1.7,0.436,8.8,2.2,0.7,0.8,1.3,5,1.1,0.475850455,0.764504389,0.200995131,-1.665993768,-1.303883003,-1.422176113,1.091593228,-0.393311352,-0.88275622,0.19760268,0.467479743,-0.412272186
194,Dario Saric,0,4.7,11.4,0.411,1.3,2.1,2.7,0.782,6.3,2.2,0.7,0.4,2.3,12.8,-0.1,0.46899397,0.781712143,-1.274951761,-0.012425603,0.102346911,-0.230171998,0.156517321,-0.393311352,-0.88275622,-0.557936979,-0.623586085,-0.41291953
195,Luol Deng,0,2.9,7.6,0.387,0.9,0.8,1.1,0.73,5.3,1.3,0.9,0.4,0.8,7.6,-0.2,0.468842147,0.780317875,-1.307633736,-0.146406921,-0.330339217,-1.024841408,-0.217513042,-0.782300601,-0.366988541,-0.557936979,1.013012657,-0.413438643
196,Manu Ginobili,1,2.5,6.4,0.39,1.3,1.2,1.6,0.804,2.3,2.7,1.2,0.2,1.4,7.5,1.3,0.470241642,0.780592529,-1.006374312,-0.120014225,0.102346911,-1.040123512,-1.33960413,-0.177206214,0.406662978,-0.935706809,0.358373161,-0.416849572
197,Justin Holiday,0,2.8,6.6,0.433,1.2,0.8,1,0.825,2.7,1.2,0.8,0.4,0.8,7.7,0.4,0.472011103,0.782532751,-0.625474926,0.066430178,-0.005824621,-1.009559304,-1.189991985,-0.825521629,-0.624872381,-0.557936979,1.013012657,-0.417748777
198,Rodney Hood,0,4.6,11.3,0.408,1.9,1.5,1.9,0.783,3.4,1.6,0.6,0.2,1.1,12.7,0.3,0.468555457,0.782414307,-1.369347443,0.055048369,0.751376102,-0.245454102,-0.928170731,-0.652637518,-1.14064006,-0.935706809,0.685692909,-0.419982142
199,Caris LeVert,0,3,6.7,0.45,1,1.2,1.6,0.72,3.3,1.9,0.9,0.1,1,8.2,0.3,0.473322768,0.780592529,-0.343122073,-0.120014225,-0.222167685,-0.933148784,-0.965573767,-0.522974435,-0.366988541,-1.124591724,0.794799492,-0.422642416
200,Willie Cauley-Stein,0,3.4,6.4,0.53,0,1.3,2,0.669,4.5,1.1,0.7,0.6,0.9,8.1,0.3,0.477987421,0.774734607,0.661004823,-0.68292747,-1.303883003,-0.948430888,-0.516737332,-0.868742657,-0.88275622,-0.18016715,0.903906075,-0.424303758
201,Jared Dudley,0,2.5,5.4,0.454,1.2,0.7,1,0.662,3.5,1.9,0.7,0.3,1.1,6.8,0.6,0.474323873,0.779694323,-0.12762128,-0.20632674,-0.005824621,-1.14709824,-0.890767695,-0.522974435,-0.88275622,-0.746821894,0.685692909,-0.427166468
202,Spencer Dinwiddie,0,2.3,5.1,0.444,0.6,2.1,2.7,0.792,2.8,3.1,0.7,0.4,1.1,7.3,0.4,0.473821639,0.781712143,-0.235733665,-0.012425603,-0.654853812,-1.07068772,-1.152588949,-0.004322103,-0.88275622,-0.557936979,0.685692909,-0.431734682
203,Kosta Koufos,0,3,5.5,0.551,0,0.5,0.9,0.613,5.7,0.7,0.5,0.7,0.9,6.6,0,0.478249266,0.776220714,0.717370277,-0.540121007,-1.303883003,-1.177662448,-0.067900897,-1.041626767,-1.398523899,0.008717765,0.903906075,-0.433302656
204,Zach Randolph,0,5.9,13.2,0.449,0.3,1.9,2.6,0.731,8.2,1.7,0.5,0.1,1.4,14.1,0,0.471886922,0.778404344,-0.652206442,-0.330286442,-0.979368408,-0.031504645,0.86717501,-0.60941649,-1.398523899,-1.124591724,0.358373161,-0.433372209
205,Evan Turner,0,3.6,8.5,0.426,0.5,1.3,1.6,0.825,3.8,3.2,0.8,0.4,1.5,9,-0.3,0.471192613,0.783383426,-0.80166552,0.148175274,-0.763025344,-0.810891951,-0.778558586,0.038898925,-0.624872381,-0.557936979,0.249266578,-0.433401109
206,Cory Joseph,0,3.7,8.3,0.452,0.6,1.2,1.5,0.77,2.9,3.3,0.8,0.2,1.4,9.3,0.6,0.472837415,0.78277718,-0.447600529,0.089918395,-0.654853812,-0.765045639,-1.115185913,0.082119953,-0.624872381,-0.935706809,0.358373161,-0.445872619
207,Shawn Long,0,3.4,6.1,0.56,0.4,1.1,1.9,0.543,4.7,0.7,0.5,0.5,0.7,8.2,0.3,0.479224744,0.771343411,0.927354603,-1.008802332,-0.871196876,-0.933148784,-0.441931259,-1.041626767,-1.398523899,-0.369052064,1.12211924,-0.446089793
208,Matt Barnes,0,2.5,6.4,0.391,1.2,0.9,1.2,0.787,5.2,2.6,0.6,0.4,1.4,7.1,0.6,0.470241642,0.780937907,-1.006374312,-0.086825337,-0.005824621,-1.101251928,-0.254916078,-0.220427241,-1.14064006,-0.557936979,0.358373161,-0.4462026
209,Sean Kilpatrick,0,4.4,10.5,0.415,1.5,2.9,3.5,0.843,4,2.2,0.6,0.1,1.9,13.1,-0.4,0.470008953,0.786340469,-1.056463688,0.432330386,0.318689975,-0.184325686,-0.703752513,-0.393311352,-1.14064006,-1.124591724,-0.187159754,-0.448802713
210,Mike Muscala,1,2.4,4.8,0.504,0.7,0.7,0.9,0.766,3.4,1.4,0.4,0.6,0.8,6.2,1,0.475934752,0.781913729,0.219141206,0.006945639,-0.54668228,-1.238790864,-0.928170731,-0.739079574,-1.656407739,-0.18016715,1.013012657,-0.450022093
211,Tyreke Evans,0,3.8,9.3,0.405,1.1,1.7,2.3,0.75,3.4,3.1,0.9,0.2,1.5,10.3,0.2,0.469706756,0.779321963,-1.12151535,-0.242108496,-0.113996153,-0.612224599,-0.928170731,-0.004322103,-0.366988541,-0.935706809,0.249266578,-0.452862912
212,Darrell Arthur,0,2.3,5.2,0.442,1.3,0.5,0.5,0.864,2.7,1,0.5,0.5,0.9,6.4,0.3,0.473409593,0.785160576,-0.324431973,0.318949318,0.102346911,-1.208226656,-1.189991985,-0.911963684,-1.398523899,-0.369052064,0.903906075,-0.452998662
213,Joe Johnson,0,3.5,8,0.436,1.4,0.8,1,0.818,3.1,1.8,0.5,0.2,0.9,9.2,0.8,0.47234376,0.782532751,-0.553866171,0.066430178,0.210518443,-0.780327743,-1.04037984,-0.566195463,-1.398523899,-0.935706809,0.903906075,-0.454905026
214,Buddy Hield,0,4,9.4,0.426,1.8,0.8,0.9,0.842,3.3,1.5,0.5,0.1,1.2,10.6,-0.4,0.470990642,0.784760236,-0.845142319,0.280478962,0.64320457,-0.566378287,-0.965573767,-0.695858546,-1.398523899,-1.124591724,0.576586326,-0.455088743
